restaurant_id,restaurant_name,city,cuisine_type,rating
483,Lyons-Ramirez,Brianfurt,South Indian,4.9
484,Diaz LLC,South Elizabethtown,Chinese,3.8
485,"Russell, Ayala and Thompson",Port Emmahaven,Fast Food,3.9
486,"Flores, Ingram and Houston",Maxwellberg,South Indian,3.1
487,"Wagner, Moore and Tucker",New Mackenzie,Italian,3.1
488,Greene-Mckinney,Woodsborough,South Indian,4.4
489,Reed-Nguyen,Stephenview,Chinese,4.1
490,"Wood, Snow and Johnson",West Larry,Biryani,4.0
491,Hayes-Harris,Port Devin,Fast Food,3.5
492,"Perry, Barr and James",Jillianborough,Chinese,4.5
493,Gordon LLC,New Joseph,North Indian,3.3
494,Hill-Moran,Lake Daniel,Fast Food,3.4
495,"Lloyd, Rodriguez and Matthews",Port Mike,Chinese,3.9
496,"Adams, Delgado and Erickson",Amandahaven,Italian,3.6
497,"Bryant, Bailey and Diaz",Mcknightstad,Fast Food,3.5
498,"Gutierrez, Hernandez and Baker",Port Alexander,Fast Food,4.3
499,Brooks-Lowery,East Shelly,South Indian,4.3
500,Buchanan-Graham,Christineside,Italian,4.6
501,"Young, Owens and Castillo",North April,North Indian,3.8
502,"Jordan, Coffey and Torres",Patrickmouth,Biryani,3.1
503,Garcia and Sons,Mcdonaldton,Chinese,3.5
504,Sanders-Wilson,Monroehaven,South Indian,5.0
505,Dominguez Inc,Mccarthyshire,Chinese,4.2
506,"Sandoval, Wheeler and Salinas",East Karenchester,North Indian,4.4
507,Smith-Cardenas,Bradleychester,North Indian,3.0
508,"Zhang, Gomez and Martin",New Elizabeth,Fast Food,4.0
509,"Miller, Wilson and Smith",Cherylborough,North Indian,3.1
510,Allen-Stevenson,Port Omarport,Chinese,4.1
511,"Banks, Jackson and Butler",Nguyenfort,Italian,4.8
512,Morales Ltd,Nicholasstad,Italian,4.9
513,Kennedy LLC,East Timothy,Fast Food,4.1
514,Moore-Stewart,Laurenfort,Biryani,3.9
515,Brown-Anderson,New Ronald,Chinese,4.9
516,Reese-Tyler,West Ashley,Chinese,4.3
517,"Potts, Leon and Harrison",East Eduardo,North Indian,3.1
518,Miller Inc,Kevinchester,Chinese,3.9
519,"Guerra, Anderson and Peters",North Philipmouth,South Indian,3.5
520,"Pennington, Macdonald and Perez",Nathanbury,Biryani,3.9
521,Thomas-Vasquez,South Robyn,North Indian,3.9
522,Bass PLC,South Jennifer,South Indian,4.2
523,Quinn-Daniel,New Jessica,Fast Food,3.7
524,"Miller, Berger and Tran",Cooperland,Italian,3.3
525,Lynn-Ross,Cindyberg,Fast Food,4.0
526,Ward and Sons,Hallton,Italian,4.7
527,Lopez LLC,Lake Mark,Fast Food,4.3
528,"Hernandez, Walker and Bradley",Murrayshire,Chinese,3.7
529,"Henry, Pearson and Martin",Millerside,South Indian,4.9
530,Stewart-Boyd,South Debraville,Italian,4.8
531,Wheeler LLC,Gomezfort,North Indian,3.4
532,"Jackson, Walker and Bailey",Davisville,South Indian,3.1
533,Jones and Sons,West Deborah,North Indian,4.5
534,Johnson-Gordon,Burkeberg,South Indian,4.7
535,"Soto, Lester and Barrett",Jimmyberg,South Indian,4.9
536,Peterson-White,New Jamesmouth,Fast Food,4.8
537,Moore PLC,Lake Christineberg,Italian,4.2
538,Johnson-Duffy,North Larry,Italian,4.1
539,Mccarthy Ltd,Kevinbury,South Indian,3.1
540,Moore PLC,South Tina,Chinese,3.5
541,Robinson-Carson,East Jeffreyton,Chinese,3.9
542,"Marquez, Morrison and Munoz",Port Tammy,North Indian,4.3
543,West-Cruz,Port John,North Indian,4.1
544,"Miller, Erickson and Kennedy",Robbinstown,Fast Food,4.5
545,"Fleming, Gutierrez and Romero",North Michelle,South Indian,3.6
546,"Sanchez, Mendoza and Thompson",Carolineland,North Indian,4.1
547,Tyler LLC,North Curtisview,North Indian,3.2
548,White PLC,East Lisachester,Biryani,3.8
549,Ford Inc,Zunigaburgh,South Indian,4.5
550,Vazquez LLC,Hannahland,Fast Food,4.4
551,Taylor-Leblanc,South Christophertown,North Indian,5.0
552,"Mcdowell, Alvarez and Cherry",Reyeschester,Fast Food,3.6
553,Roberts and Sons,Monicamouth,Italian,4.0
554,"Reynolds, Jordan and Harris",Karenstad,Fast Food,3.7
555,Smith-Johnston,South Johnton,Chinese,3.9
556,"Newman, Hamilton and Mullins",Churchchester,Chinese,4.7
557,"Smith, Graham and Weeks",Dianestad,Fast Food,4.4
558,Smith-Smith,Christinaburgh,Chinese,4.8
559,Bailey Inc,New Willie,Italian,3.4
560,Curtis and Sons,New Matthewshire,South Indian,4.7
561,Wong LLC,South Phillipshire,Chinese,3.1
562,Ford LLC,South Chaseburgh,Chinese,4.8
563,Davidson-Smith,Amandaton,Fast Food,3.7
564,Warren Inc,Port John,Italian,3.6
565,Lynch-Carter,New Alexandraland,South Indian,4.0
566,Tyler and Sons,New Frederick,Fast Food,4.9
567,Morales LLC,Johnstonburgh,Fast Food,3.1
568,Harris-Davis,Myersland,Biryani,3.7
569,"Jackson, Sutton and Martinez",Davidside,Italian,4.7
570,"Bailey, Waters and Howard",North Andrew,South Indian,3.8
571,Roberts-Brown,New Jessicaside,Italian,3.4
572,Rice Inc,Christinatown,South Indian,3.8
573,Brock-Washington,Smithhaven,Italian,3.8
574,"May, Winters and Vega",New Markview,Fast Food,4.8
575,"Hayes, Bailey and Hodges",South Michelleview,Fast Food,4.5
576,Oneill-Lane,East Garrett,North Indian,4.0
577,Gillespie LLC,Port Toddhaven,Chinese,5.0
578,Mendez LLC,Craneshire,Biryani,3.9
579,Brown LLC,West Vickiefort,Italian,3.1
580,Morrison-Hawkins,New Abigailmouth,Biryani,3.5
581,"Jackson, Bailey and Brown",Laurieborough,North Indian,3.9
582,"Mclaughlin, Knight and Bryant",Bennettview,Chinese,3.3
583,Mejia-Blankenship,New Corymouth,Italian,4.9
584,"Shaw, White and Chavez",North Jennifer,South Indian,4.5
585,Rose LLC,Costatown,Chinese,3.5
586,Carroll-Knight,New Cameronberg,Fast Food,4.2
587,Cameron-Edwards,South Michelleland,North Indian,4.4
588,"Johnson, Davis and Abbott",Brandonmouth,Chinese,4.9
589,"Jones, Flores and Jennings",Edwardsview,Chinese,4.8
590,Warren-Johnson,Michaelland,Fast Food,4.0
591,Pennington Inc,North Desiree,Italian,4.5
592,"Holmes, Lopez and Roth",South Joseph,South Indian,4.1
593,Rose-Mcintosh,Karistad,Fast Food,4.1
594,"Moore, Robinson and Mcguire",Danieltown,South Indian,3.2
595,"Le, Manning and Moss",Kennedymouth,Italian,3.3
596,Steele-Jones,Johnsonberg,Chinese,4.1
597,"Cook, Gonzalez and Neal",Wayneshire,South Indian,3.5
598,Lane PLC,Meganland,North Indian,3.0
599,Mclaughlin Inc,Veronicastad,North Indian,4.4
600,Sims LLC,Ericaville,Fast Food,3.1
601,"Gordon, Burns and Leonard",North Kevin,Italian,4.2
602,Acosta Ltd,Richardsonshire,Fast Food,4.1
603,Richardson-Thompson,Lake Tanner,Fast Food,4.9
604,"Austin, Ramos and Brown",Lake Mirandafurt,Biryani,4.0
605,"Dean, Garcia and Hernandez",Debraberg,Fast Food,3.1
606,Brooks Group,South Michael,Biryani,4.1
607,Smith Ltd,South Christophermouth,North Indian,4.7
608,Gonzalez-Brooks,Mendozaside,North Indian,5.0
609,"Haney, Taylor and West",East Sandra,Fast Food,3.9
610,Paul and Sons,Michaelton,North Indian,3.6
611,"Ford, Herrera and Bates",New Mike,Italian,4.8
612,Smith-Watts,Taylorville,Biryani,3.4
613,"Arias, Walker and Decker",Ibarrahaven,Biryani,4.2
614,Smith LLC,Murphyside,Fast Food,3.8
615,Stewart PLC,Tanyaville,North Indian,3.1
616,Holland LLC,Christopherstad,South Indian,3.7
617,"Harris, Boyd and Brooks",Vasquezland,Biryani,3.5
618,Hernandez Group,Port Christine,Fast Food,4.4
619,Williams Ltd,Lake Deborahbury,Fast Food,4.9
620,Mcintyre Group,East Christopher,Italian,3.5
621,"Bell, Olson and Tapia",Bethberg,Chinese,4.6
622,"Adams, Hobbs and Matthews",Mooreland,Chinese,3.1
623,"Taylor, Rodriguez and Jefferson",Cassidytown,Biryani,4.1
624,"Hernandez, Snow and Davies",Markstad,Italian,3.1
625,"Walton, Davis and Castro",Johnfurt,Italian,4.9
626,"Parker, Moore and Johnson",East Adam,Italian,4.5
627,Hernandez-Green,Brownmouth,Biryani,4.3
628,Blevins Group,Olsenville,Chinese,4.6
629,Myers-Blake,Karaview,Italian,4.3
630,Brown-Quinn,Littlestad,North Indian,4.9
631,"Alexander, Johnson and Diaz",Gardnerside,Fast Food,4.4
632,Harris LLC,Port Justinbury,Fast Food,4.8
633,"Ramirez, Byrd and Pena",Martinland,South Indian,4.0
634,Small-Hunt,New Bethland,South Indian,3.2
635,Ross PLC,Yateshaven,Biryani,4.1
636,Reynolds Ltd,Woodwardview,Biryani,3.3
637,"White, Brown and Smith",Port Lindaport,Fast Food,4.2
638,Sullivan-Gibson,South Monica,North Indian,4.0
639,Young-Mcdonald,Lake Sharonport,Chinese,4.2
640,Santiago-West,Melissahaven,Chinese,3.0
641,Garcia-Whitaker,Adamfort,Biryani,3.4
642,"Garcia, Mcintosh and Rogers",North Patricia,North Indian,4.0
643,Young-Jones,Bryantown,Biryani,4.9
644,Robinson-Mitchell,Lake Mary,Chinese,3.8
645,Johnson-Hess,Perezmouth,Biryani,3.8
646,"Mullins, Rodriguez and Nguyen",Ashleyville,Italian,4.4
647,Goodman-Hayes,North Curtisfurt,Biryani,4.2
648,Wood-Luna,Watsonfurt,Fast Food,3.6
649,Swanson-Greer,Petersonfurt,Biryani,3.8
650,"Dunn, Mcintosh and Steele",Dunnland,Fast Food,3.4
651,Clements and Sons,East Hannahland,North Indian,4.9
652,"Pratt, Dawson and Lopez",Port Veronicaland,Chinese,3.3
653,"Powell, Pierce and Hicks",Silvaside,South Indian,3.7
654,Patterson Inc,West Brittany,South Indian,3.1
655,"Cabrera, Gould and Miles",Martinezland,Chinese,3.4
656,Sharp-Santos,Heatherland,South Indian,4.6
657,Rice PLC,Lake James,Biryani,3.4
658,"Nguyen, Gray and Jackson",Leblancton,North Indian,3.2
659,Atkins and Sons,South Kimberlyborough,North Indian,3.9
660,Sanders Ltd,East Thomasview,Chinese,3.0
661,Murray Ltd,East Jeffreyview,South Indian,3.2
662,Reid-Harris,Elizabethside,Biryani,4.6
663,Walters-West,West Julian,North Indian,4.5
664,"Holmes, Winters and Love",Fosterfurt,North Indian,4.8
665,Short-Martin,Port Jorge,Italian,4.7
666,Brown-Rogers,Mcgrathside,Italian,4.4
667,Evans and Sons,Maxton,North Indian,3.1
668,Faulkner-Arnold,Riceborough,Chinese,4.6
669,Robbins-Bauer,Christinaside,Fast Food,4.7
670,Taylor Inc,Martinshire,Fast Food,4.6
671,"Brown, Chavez and Morrison",Penningtonton,Biryani,4.0
672,Fuller-Thomas,North Brittany,North Indian,3.5
673,"Poole, Morgan and Berger",New Dennis,North Indian,4.7
674,"Kim, Lara and Jones",Danielton,North Indian,4.5
675,"Cochran, Fernandez and Mcclain",Tracymouth,Chinese,5.0
676,Nicholson-Morris,Larryton,Italian,3.3
677,"Green, Brewer and Mullins",Christianville,North Indian,3.5
678,Rivera-Hines,Lisaton,North Indian,3.4
679,"Garcia, King and Carpenter",Andrademouth,South Indian,4.6
680,Henry-Fitzgerald,Lake Kyleport,Chinese,3.4
681,"Smith, Vega and Vargas",Washingtonhaven,Biryani,3.1
682,Henry-Elliott,New Sarahtown,North Indian,5.0
683,Estes-Gomez,South Jennifer,South Indian,3.0
684,"Newman, Farley and Fleming",Huffshire,Fast Food,4.7
685,Gonzalez PLC,North Rachel,Biryani,3.7
686,Parker-Mccormick,Gutierrezshire,North Indian,4.7
687,"Ellis, Erickson and Kim",Curryhaven,North Indian,4.1
688,"Henry, Schroeder and Hanson",Weberberg,South Indian,4.8
689,Davenport-Lopez,North Williambury,Chinese,4.9
690,Beck-Lamb,Stephenport,North Indian,3.0
691,Adams LLC,Larsonchester,Fast Food,3.2
692,Butler-Holmes,Davisborough,North Indian,3.5
693,Jones PLC,Nicoleton,Fast Food,4.3
694,Rogers-Hale,North Norma,Biryani,4.8
695,Rodriguez-Smith,Espinozaland,Biryani,3.9
696,Parker Group,Johntown,Italian,4.2
697,Brown-Jones,South Stephen,Italian,3.4
698,Diaz and Sons,South Amberberg,Fast Food,4.6
699,Perry-Hicks,Port James,Chinese,4.9
700,Simpson Ltd,Pamelabury,North Indian,3.5
701,Davis and Sons,Davidtown,North Indian,4.0
702,Hoover Ltd,Port Lindaberg,Italian,3.2
703,Pierce LLC,Johnsonview,Fast Food,4.1
704,"Holland, Williams and Morgan",New Melissaland,North Indian,4.0
705,"Miller, Reed and Marquez",South Whitney,North Indian,3.3
706,Saunders-Clark,Lake Morganstad,Chinese,3.9
707,"Swanson, Shaw and Robinson",North Patricia,South Indian,3.7
708,Orr Inc,West Erinton,Italian,4.0
709,"Perez, Wheeler and Chapman",Lake Brianville,Italian,4.2
710,"Perez, Gilbert and Acosta",Petersonside,South Indian,3.0
711,"Schwartz, Miller and Jones",West Fernandomouth,North Indian,4.5
712,Frazier LLC,West Patricia,Chinese,4.4
713,White and Sons,New Mirandaburgh,Chinese,3.7
714,"Bonilla, Holland and Ball",Anthonyville,Italian,3.1
715,"Huffman, Nielsen and Hanna",Howardmouth,Chinese,4.5
716,Sanchez LLC,Nancyborough,Biryani,4.9
717,"Hull, Henson and Newman",Johnsonmouth,South Indian,3.5
718,Cruz-Wilson,Castilloton,North Indian,3.6
719,Rivera Inc,South Casey,Biryani,3.4
720,Kelly-Lopez,Santosmouth,South Indian,4.2
721,Woods LLC,Rhondamouth,Fast Food,3.3
722,"Wood, Wright and Johnson",Scottton,Italian,3.7
723,Lynn LLC,Sullivanton,Chinese,4.4
724,"Moreno, Clark and Aguilar",Mindyview,Fast Food,4.1
725,Allen-Andrews,West Mark,Chinese,3.8
726,"Odonnell, Stanley and Mendoza",New Ashley,Biryani,3.8
727,"Haley, Robertson and Cisneros",West Kristin,North Indian,4.1
728,"Valdez, Cannon and Gordon",Mccarthyport,North Indian,3.0
729,Long and Sons,North Angelaside,North Indian,3.2
730,Cabrera Group,Lopezborough,Chinese,4.8
731,"Jenkins, Riggs and Maynard",Hernandezmouth,Fast Food,3.2
732,Fry LLC,Howardchester,North Indian,4.4
733,"Chapman, Smith and King",Reginaside,Fast Food,4.8
734,Marshall Ltd,South Matthew,Chinese,3.5
735,"Lawson, Hall and Mccullough",East Maryport,Biryani,3.7
736,"Ponce, Scott and Pitts",Michaelville,Fast Food,4.1
737,Stafford PLC,South Alexanderside,Biryani,4.8
738,Roberts-Hobbs,North Heather,Chinese,4.9
739,Boyd Inc,Port Shannon,Chinese,4.5
740,"Aguilar, Ramirez and Wolfe",Thomasfort,Italian,3.2
741,Smith Group,East Erikabury,Chinese,4.3
742,Turner PLC,Whitehaven,Chinese,3.8
743,"Rojas, Collins and Bernard",New Paulaport,South Indian,3.9
744,"Santos, Robertson and Cameron",Lunafort,North Indian,3.1
745,"Mayo, Armstrong and Davis",Meganburgh,Italian,3.4
746,Carlson Inc,Gregoryton,Italian,4.6
747,Smith Ltd,Greenemouth,Italian,3.9
748,Lozano-Rojas,East Michael,South Indian,3.6
749,Norris-Perez,Christopherberg,Biryani,3.8
750,Lopez-Proctor,Noahmouth,Chinese,4.7
751,Smith Ltd,Smithchester,North Indian,4.5
752,"Sandoval, Austin and Hunt",Whitakerview,Fast Food,3.5
753,Richardson Ltd,Port Rebeccastad,Biryani,3.2
754,Tucker PLC,Ethanton,Chinese,3.5
755,"Smith, Jones and Gregory",Port Nathanville,South Indian,4.8
756,Kelly-Jennings,New Rebeccaberg,Chinese,4.2
757,Gonzalez Inc,Walkerside,Chinese,4.1
758,Smith and Sons,Davidburgh,South Indian,4.2
759,Bartlett-Hoover,Kathleenchester,Italian,3.7
760,Watson-Petty,West Christopherport,Italian,4.6
761,Gilbert Ltd,North Paulborough,North Indian,4.0
762,Sandoval-Anderson,South Randybury,North Indian,3.2
763,Collins-Bradshaw,Millermouth,Italian,3.3
764,Fischer Inc,Meganbury,Biryani,4.1
765,Watkins Group,Lake Vanessa,Fast Food,4.9
766,Fields-Young,North Andrewton,Chinese,3.6
767,Lopez LLC,Lake Martin,Fast Food,4.7
768,Fitzpatrick PLC,Lake Robert,Chinese,4.5
769,"Pacheco, Martin and Barton",Laurafurt,Italian,3.5
770,"Taylor, Peterson and Nunez",Carlamouth,North Indian,3.1
771,"Davis, Lopez and Moore",Lake James,Biryani,3.2
772,"Barber, Stevenson and Carter",New Johnbury,North Indian,4.5
773,Wong-Little,Rubenland,Fast Food,3.4
774,Dodson-Wagner,Lake Steven,North Indian,3.7
775,Potter-Robertson,Rodrigueztown,Italian,4.0
776,Patterson LLC,South Lynnberg,Biryani,4.5
777,Graves Group,Davidmouth,Fast Food,3.2
778,"Casey, Perkins and Thompson",Jacksonfort,Biryani,3.8
779,Franklin-Bond,Weekstown,Chinese,4.0
780,"Hernandez, Bradford and Torres",South Deanna,North Indian,4.1
781,Ashley-Bruce,Port Matthew,Biryani,4.6
782,Jenkins LLC,North Candice,South Indian,3.3
783,"Williams, Hardy and Fernandez",New Leslie,North Indian,4.6
784,Wilson-Sutton,Blakehaven,Chinese,4.4
785,Wilson-Mullen,West Thomasfurt,Biryani,4.1
786,Hernandez PLC,South Ariel,Fast Food,4.4
787,"Norton, Griffin and Holloway",Port William,Chinese,3.8
788,Carter-Myers,Jonesland,South Indian,3.3
789,Sanchez PLC,South Lindaville,Biryani,4.3
790,Rogers PLC,North Adamfurt,Italian,4.0
791,Evans LLC,Stephaniestad,North Indian,4.3
792,"Hardy, Hayes and Stafford",Colleenfort,Fast Food,3.7
793,"Martinez, Warren and Ramirez",Mooneymouth,Italian,4.8
794,Pittman-Bray,East Rebecca,Biryani,4.2
795,"Martinez, Jimenez and Hess",New Elizabeth,Biryani,3.2
796,Francis Inc,North Rebecca,Chinese,3.9
797,"Rodriguez, Davis and Rivera",New Jasmin,Biryani,4.5
798,Melendez Ltd,Amberview,Fast Food,4.6
799,Bailey PLC,South Amanda,Italian,4.0
800,"Ramirez, Ellison and Torres",Michaeltown,Fast Food,4.8
801,Delgado Ltd,Bradleyville,South Indian,3.5
802,Young PLC,Guerreroland,South Indian,3.8
803,Smith PLC,Joseville,North Indian,4.8
804,Baker-Brooks,West Kennethborough,North Indian,4.8
805,Gonzalez LLC,Port Antoniohaven,South Indian,4.4
806,"Harris, Richardson and Spencer",North James,Biryani,4.7
807,"Jackson, Johnson and Baker",Port Sheilashire,Fast Food,3.2
808,"Collins, Bowman and Lopez",Lake Todd,South Indian,4.7
809,Santana-Lambert,Mooreburgh,North Indian,3.6
810,Gordon-Campbell,Matthewborough,South Indian,3.4
811,"Richardson, Davis and Wilson",Lake Charlesfort,Biryani,3.5
812,Bailey LLC,South Carlamouth,South Indian,3.8
813,"Smith, Simon and Moore",Lopezborough,Fast Food,3.5
814,Suarez Ltd,East Robert,Italian,3.6
815,Hines-Weber,West Charles,Biryani,3.3
816,Conner-Carroll,Port Michellebury,North Indian,3.6
817,Patterson PLC,Jenniferland,Fast Food,4.1
818,"Terry, Mendez and Butler",Lake Jasonmouth,South Indian,3.9
819,Miranda-Vargas,Millerfort,South Indian,3.7
820,Sanchez-Ruiz,North Shawn,Italian,4.5
821,Weaver-Dickson,Johnstad,North Indian,4.8
822,"Rivera, Hogan and Hull",New Samantha,North Indian,4.5
823,Wright-Marsh,Brewerside,Chinese,3.7
824,"Sullivan, Williams and Chen",East Kristinaview,North Indian,4.5
825,Johnson Ltd,New Andrew,Italian,3.3
826,"Fisher, Wilson and Hines",Graceborough,Chinese,3.3
827,"Frost, Peters and Johnson",Roberthaven,Chinese,3.7
828,Curry-Snyder,Sandraborough,South Indian,4.6
829,Oliver-Weeks,Smithshire,South Indian,3.5
830,Holland Inc,North Matthew,North Indian,3.1
831,Hartman-Anderson,Port James,Chinese,3.3
832,Quinn LLC,Robinfort,South Indian,4.7
833,Hudson PLC,East Ashleyport,Italian,4.3
834,Ross-Weaver,Kaylahaven,South Indian,3.5
835,Gonzales Group,Port Sabrina,Biryani,4.1
836,Mayer-Garrett,Josefurt,Biryani,4.1
837,Barker-Gonzalez,South Edward,South Indian,4.3
838,Sharp PLC,Paulberg,Chinese,3.5
839,"Frederick, Yang and Levine",Millsberg,Chinese,4.7
840,Galloway Inc,Tannermouth,Fast Food,3.6
841,Pierce Group,Carmenchester,Biryani,4.4
842,Campbell LLC,New Kristen,Italian,3.0
843,"Green, Klein and Murray",West Dustin,Chinese,3.7
844,"Collins, Martin and Wall",Lake Brian,North Indian,3.7
845,Foster and Sons,East Crystal,Biryani,4.1
846,Sanchez Ltd,Gilbertview,Italian,3.1
847,Mcdaniel LLC,Franciscomouth,Italian,4.6
848,King Ltd,Maryshire,Chinese,3.4
849,Sanders-King,Martinmouth,Italian,4.4
850,Burns-Garcia,Hendersonview,Chinese,4.6
851,Tucker Group,Christinachester,South Indian,4.1
852,"Monroe, Crosby and Gray",West Michael,Biryani,4.5
853,Wallace-Medina,South Tiffanyfurt,Fast Food,4.3
854,Peterson Ltd,Wrightmouth,South Indian,3.7
855,Brown Group,Lake Gregoryland,Biryani,4.6
856,"Dominguez, Walls and Wright",Lake Ryanchester,Chinese,3.6
857,"Hodge, Logan and Garcia",Russellside,Biryani,4.1
858,"Gonzalez, Burgess and Scott",East Alecborough,Chinese,4.5
859,Wilson LLC,Leeton,South Indian,3.8
860,Anderson-Frost,Morrismouth,North Indian,3.6
861,Castillo and Sons,Courtneyland,North Indian,3.9
862,Pierce-Phillips,Port Barbaraburgh,Biryani,4.6
863,Wilkins PLC,South Matthew,North Indian,4.9
864,Flores-Ortiz,Longstad,Chinese,4.1
865,Kennedy-Robbins,East Jenniferfurt,Italian,4.3
866,Watson-Dean,Paynefurt,Chinese,4.8
867,"Elliott, Andrews and Barker",South Stephen,Italian,3.2
868,"Brooks, Marsh and Lewis",Port Kendraview,South Indian,3.5
869,Butler and Sons,Ortegamouth,Fast Food,4.4
870,Simpson and Sons,Robertton,Italian,4.6
871,"Wade, Fox and Fisher",Victorborough,North Indian,4.7
872,Wiley PLC,Ashleystad,Chinese,3.8
873,Long Group,South Ashley,South Indian,3.2
874,Ward and Sons,Christopherberg,North Indian,3.9
875,"Brown, Moss and Lee",East Thomas,South Indian,3.5
876,Rivera-Simpson,East Danielmouth,Fast Food,3.6
877,Espinoza Group,North Jeffreyborough,Chinese,4.5
878,Jordan-Gonzalez,East Josechester,Biryani,3.2
879,Davis-Wright,Port Matthew,Chinese,4.7
880,Taylor-Lyons,East Rubenchester,Fast Food,3.9
881,Johnson and Sons,Tylerland,Chinese,4.2
882,"Patel, Dickson and Chase",Aprilborough,Biryani,3.2
883,Smith Inc,Georgemouth,Italian,3.7
884,Villa-Zamora,East Mitchell,South Indian,3.2
885,Reynolds-Clark,West Toddbury,Biryani,4.9
886,Roberts-Stewart,Nicholeside,North Indian,4.6
887,Shepard PLC,West Margarettown,Fast Food,3.9
888,"Powell, Mora and Gonzalez",Port Rebeccabury,Italian,3.4
889,Rogers-Stewart,Robinberg,North Indian,4.9
890,Duke-Mccormick,Hartmanmouth,North Indian,3.7
891,"Acosta, Kidd and Dennis",West John,Fast Food,3.3
892,Anderson Inc,Jefferyview,Italian,4.1
893,Lowe Inc,Port Aarontown,North Indian,4.9
894,Cordova Inc,Morenoton,North Indian,3.0
895,Stevenson LLC,East Codystad,Italian,3.5
896,Cummings Inc,Powershaven,Chinese,4.9
897,Marshall-Martinez,North Julieton,North Indian,3.3
898,"Howell, Russell and Davis",Wendytown,South Indian,3.2
899,"Rogers, House and Smith",Brookshaven,Italian,4.1
900,Pugh-Farrell,East Kristi,North Indian,4.7
901,"Mooney, Wilson and Ballard",New Jessicachester,Fast Food,4.0
902,"Nicholson, Romero and Clark",Wrighthaven,Biryani,5.0
903,Harrison Group,Brownmouth,South Indian,4.4
904,"Wilson, Lopez and Jones",East Ravenview,Biryani,3.1
905,"Jenkins, Flores and Delacruz",Roymouth,Biryani,5.0
906,Garcia LLC,South Felicia,North Indian,3.8
907,Hall-Soto,Sherrystad,South Indian,3.6
